#{"t_start": 1718792136.0473466, "env_id": "None"}
r,l,t
-142975.0,277,3770.408818
-153685.0,300,3771.598765
-155933.0,290,3772.779739
-161255.0,303,3773.986601
-151798.0,275,3782.074299
-143885.0,274,3783.373828
-152078.0,299,3784.714556
-153936.0,293,3785.994913
-145131.0,286,3787.246111
-151888.0,280,3788.39866
-156866.0,287,3789.539576
-151438.0,289,3797.12843
-152439.0,292,3798.369114
-162965.0,294,3799.514454
-167243.0,297,3800.688993
-158360.0,300,3801.850516
-157634.0,291,3802.97765
-148073.0,282,3804.10272
-151523.0,289,3811.597564
-155831.0,296,3812.826194
-156233.0,309,3814.107041
-156589.0,289,3815.297662
-152484.0,288,3816.506099
-151950.0,289,3817.707518
-153750.0,289,3818.844376
-158119.0,293,3826.49181
-149424.0,289,3827.794775
-159547.0,297,3828.976744
-157118.0,295,3830.149264
-154257.0,293,3831.329777
-159290.0,311,3832.568745
-157372.0,301,3833.78374
-157107.0,289,3841.317122
-155642.0,287,3842.55424
-158867.0,302,3843.743703
-145478.0,292,3844.919054
-154186.0,301,3846.085647
-145644.0,278,3847.179482
-157260.0,291,3848.334727
-156788.0,297,3855.624632
-153178.0,292,3856.812646
-155509.0,295,3857.944144
-151109.0,282,3859.037764
-152992.0,298,3860.175697
-151033.0,292,3861.368717
-156549.0,287,3862.465725
-156862.0,275,3869.482794
-163354.0,298,3870.693641
-156569.0,294,3871.844709
-156647.0,307,3873.023733
-160271.0,299,3874.219727
-149972.0,295,3875.403725
-150908.0,295,3876.551034
-159831.0,294,3883.981723
-152975.0,288,3885.173806
-155797.0,300,3886.370744
-155944.0,305,3887.646213
-151805.0,287,3888.786206
-152696.0,295,3889.973734
-150777.0,294,3891.166051
-150394.0,288,3898.796741
-158473.0,290,3899.999629
-151757.0,288,3901.138388
-147584.0,292,3902.309728
-155869.0,302,3903.518807
-158024.0,291,3904.640639
-149143.0,281,3905.777603
-144439.0,281,3913.199923
-160765.0,282,3914.346237
-146140.0,294,3915.567465
-155023.0,303,3916.772683
-153333.0,295,3917.911699
-155817.0,295,3919.046659
-159280.0,303,3920.211836
-158315.0,286,3927.441667
-153232.0,296,3928.60563
-149364.0,284,3929.770648
-154069.0,296,3930.956591
-156848.0,289,3932.1157
-153175.0,292,3933.276671
-155927.0,294,3934.55024
-159560.0,304,3941.9452
-153571.0,292,3943.131661
-151407.0,295,3944.271854
-158817.0,293,3945.426027
-157322.0,295,3946.609347
-152771.0,295,3947.782438
-156587.0,301,3949.059173
-150260.0,285,3956.580663
-149931.0,295,3957.934696
-153941.0,294,3959.132491
-152457.0,300,3960.319334
-148475.0,281,3961.466172
-159321.0,296,3962.702659
-154585.0,297,3963.904707
-160492.0,287,3971.514614
-157530.0,293,3972.751741
-156128.0,288,3973.911701
-154359.0,294,3975.070622
-151931.0,286,3976.231596
-159610.0,288,3977.495629
-161614.0,278,3978.606608
-154026.0,289,3986.321816
-147692.0,296,3987.57344
-152840.0,293,3988.779181
-154714.0,294,3989.932632
-155495.0,290,3991.094646
-159132.0,287,3992.236613
-143673.0,282,3993.363576
-160457.0,294,4000.74963
-154411.0,288,4002.045602
-161462.0,304,4003.301654
-143105.0,288,4004.506862
-157451.0,289,4005.747512
-171823.0,306,4006.985216
-153133.0,295,4008.132645
-161672.0,294,4015.775653
-155799.0,297,4017.062491
-155193.0,292,4018.245937
-154916.0,297,4019.419832
-159098.0,303,4020.591638
-158493.0,305,4021.766571
-161189.0,290,4022.936591
-150321.0,287,4030.688614
-154059.0,295,4032.070653
-158952.0,304,4033.359087
-150413.0,296,4034.533761
-153817.0,285,4035.682319
-154237.0,290,4036.865902
-157171.0,285,4038.046678
-153454.0,304,4045.665589
-154709.0,300,4046.927557
-148266.0,290,4048.101798
-151907.0,295,4049.312591
-151349.0,289,4050.439069
-151290.0,294,4051.617565
-169036.0,299,4052.884623
-157085.0,288,4060.532936
-154706.0,295,4061.778226
-146554.0,291,4062.926808
-162206.0,300,4064.124901
-152998.0,294,4065.325787
-161615.0,296,4066.479847
-152957.0,296,4067.709583
-152084.0,296,4076.01662
-153628.0,289,4077.295551
-149531.0,282,4078.456635
-151206.0,302,4079.652103
-153852.0,300,4080.837532
-147280.0,279,4081.95465
-160181.0,304,4083.161549
-154298.0,289,4090.681577
-159697.0,305,4091.900458
-160731.0,306,4093.068544
-148212.0,287,4094.193964
-145618.0,287,4095.342579
-158425.0,301,4096.510528
-144923.0,295,4097.685538
-158391.0,287,4104.91955
-148231.0,282,4106.021584
-154348.0,286,4107.124502
-149239.0,297,4108.230534
-150011.0,293,4109.363932
-152361.0,300,4110.530527
-150567.0,295,4111.720512
-150286.0,284,4119.407236
-154870.0,295,4120.673182
-150709.0,295,4121.913576
-155541.0,290,4123.343869
-149378.0,292,4124.791996
-159224.0,296,4126.121642
-148617.0,288,4127.35753
-151003.0,295,4135.030543
-157116.0,306,4136.298229
-156573.0,303,4137.49847
-158502.0,293,4138.662489
-155198.0,293,4139.790479
-147592.0,289,4140.978468
-159374.0,300,4142.207544
-158894.0,291,4149.814141
-150940.0,296,4151.093082
-156589.0,292,4152.278507
-155856.0,288,4153.427373
-151689.0,287,4154.578671
-152090.0,282,4155.685452
-158309.0,291,4156.862488
-152248.0,293,4164.375484
-159318.0,294,4165.619473
-151412.0,294,4166.766469
-154684.0,293,4167.93252
-151710.0,287,4169.067473
-151365.0,282,4170.187498
-161068.0,307,4171.463772
-152346.0,289,4178.836466
-161074.0,294,4180.083285
-151541.0,300,4181.306819
-157653.0,298,4182.517947
-147961.0,288,4183.668464
-158888.0,300,4184.841455
-160694.0,297,4186.013455
-148099.0,285,4193.490336
-155703.0,286,4194.794518
-159785.0,287,4195.982862
-152346.0,285,4197.091864
-150763.0,298,4198.343806
-152277.0,288,4199.498968
-157405.0,290,4200.623412
-151906.0,283,4208.0125
-146678.0,283,4209.358514
-155689.0,291,4210.509869
-149905.0,287,4211.674257
-159024.0,297,4212.882405
-151535.0,296,4214.03946
-150747.0,296,4215.216422
-149778.0,289,4222.772442
-158193.0,295,4223.99643
-148260.0,292,4225.154414
-150391.0,297,4226.308748
-160172.0,300,4227.493802
-151302.0,283,4228.575616
-157915.0,298,4229.728416
-156722.0,286,4237.444864
-156591.0,285,4238.649573
-161767.0,310,4239.8988
-164283.0,291,4241.074493
-150610.0,294,4242.320181
-151156.0,273,4243.434441
-153139.0,279,4244.558926
-142186.0,282,4251.883413
-143863.0,283,4253.074335
-160473.0,303,4254.239425
-153528.0,295,4255.365908
-150573.0,291,4256.453417
-163306.0,294,4257.618536
-153874.0,309,4258.764473
-157304.0,285,4266.322017
-149194.0,287,4267.549649
-147885.0,286,4268.727617
-161371.0,293,4269.842771
-152765.0,292,4270.978356
-152175.0,290,4272.107349
-152199.0,295,4273.272493
-151383.0,297,4280.544226
-157437.0,311,4281.797833
-153169.0,287,4282.954528
-151047.0,292,4284.145223
-152861.0,282,4285.295546
-153251.0,294,4286.508951
-156363.0,302,4287.69437
-159397.0,294,4295.296424
-153990.0,298,4296.48045
-154967.0,285,4297.610353
-149838.0,288,4298.763376
-150781.0,297,4299.894389
-151347.0,297,4301.06136
-165031.0,300,4302.236856
-145489.0,282,4309.399389
-146695.0,285,4310.570339
-145883.0,284,4311.672324
-148738.0,283,4312.867407
-152462.0,289,4313.998241
-156892.0,278,4315.096342
-150715.0,281,4316.156472
-152193.0,288,4323.039388
-160060.0,303,4324.295353
-145639.0,279,4325.361352
-155501.0,291,4326.465741
-151266.0,291,4327.553702
-143230.0,276,4328.572638
-151699.0,303,4329.698355
-148798.0,292,4336.581082
-152539.0,289,4337.766032
-155924.0,288,4338.852906
-155464.0,289,4339.901711
-151698.0,279,4340.964955
-156186.0,301,4342.094584
-156659.0,308,4343.241339
-160006.0,297,4350.279236
-151439.0,281,4351.592098
-160981.0,294,4352.730355
-146503.0,288,4353.785476
-157049.0,297,4354.93466
-158436.0,303,4356.056567
-149871.0,295,4357.10562
-153623.0,293,4363.74624
-152598.0,285,4364.843287
-149944.0,295,4365.920178
-151097.0,301,4366.999419
-153567.0,299,4368.069304
-153402.0,297,4369.14418
-156736.0,292,4370.218807
-160517.0,307,4376.610319
-159066.0,299,4377.730224
-155213.0,289,4378.769316
-157244.0,290,4379.80232
-157765.0,284,4380.812325
-159745.0,289,4381.865279
-157282.0,297,4383.025435
-151248.0,287,4389.301291
-148388.0,287,4390.323292
-157072.0,296,4391.389387
-156571.0,290,4392.39511
-156940.0,283,4393.403249
-154336.0,290,4394.389305
-157364.0,294,4395.427298
-153984.0,280,4401.489313
-141817.0,288,4402.534688
-147382.0,288,4403.569273
-147047.0,283,4404.575658
-159757.0,294,4405.632298
-158420.0,281,4406.7285
-155979.0,291,4407.785593
-153209.0,294,4414.581311
-151587.0,287,4415.723268
-156321.0,293,4416.803271
-151053.0,294,4417.912214
-150132.0,287,4418.999238
-156884.0,289,4420.136219
-147310.0,294,4421.248244
-158069.0,289,4422.305343
-156141.0,286,4430.221923
-153986.0,294,4431.429696
-152782.0,295,4432.749573
-152279.0,304,4433.948884
-163438.0,306,4435.19534
-155571.0,301,4436.440436
-154205.0,299,4443.790303
-156099.0,294,4445.072467
-150019.0,299,4446.231243
-146985.0,283,4447.364973
-153609.0,292,4448.495307
-156736.0,300,4449.670332
-156043.0,300,4451.29623
-157241.0,296,4459.366049
-156098.0,307,4460.681431
-154230.0,296,4461.881018
-150172.0,291,4463.039326
-152072.0,292,4464.249083
-159146.0,299,4465.465873
-148597.0,287,4466.661545
-158159.0,287,4474.19759
-160962.0,300,4475.44734
-155729.0,285,4476.548397
-156570.0,303,4477.804587
-152479.0,297,4478.980418
-153278.0,289,4480.129257
-151700.0,295,4481.326432
-154280.0,292,4488.863081
-156458.0,292,4490.067356
-161396.0,305,4491.27869
-157552.0,302,4492.466164
-158417.0,290,4493.606774
-156871.0,291,4494.735398
-150939.0,293,4495.878297
-155812.0,299,4503.550771
-156352.0,293,4504.79026
-159275.0,283,4505.922678
-156344.0,301,4507.117832
-161941.0,307,4508.295482
-155344.0,291,4509.45118
-150187.0,285,4510.58615
-149731.0,286,4518.155239
-157382.0,309,4519.506199
-162113.0,283,4520.630186
-159303.0,309,4521.869202
-153737.0,295,4523.033191
-148350.0,297,4524.181097
-152338.0,300,4525.471909
-159303.0,301,4533.172143
-151463.0,306,4534.453169
-146685.0,290,4535.60715
-155330.0,294,4536.791852
-158189.0,286,4537.963116
-161669.0,292,4539.113983
-157128.0,295,4540.354614
-158190.0,289,4548.119295
-155258.0,298,4549.348172
-158247.0,306,4550.683389
-161399.0,292,4551.816132
-152721.0,299,4553.007288
-156479.0,307,4554.242309
-153867.0,297,4555.39406
-153314.0,296,4563.096225
-150931.0,287,4564.33155
-155092.0,298,4565.51215
-152850.0,286,4566.620106
-155850.0,297,4567.800669
-160403.0,306,4569.043711
-158499.0,291,4570.224176
-156334.0,299,4577.975436
-149069.0,291,4579.182141
-160580.0,304,4580.427459
-152948.0,291,4581.622126
-163340.0,306,4582.830037
-154508.0,298,4584.001137
-155558.0,299,4585.190375
-158440.0,295,4592.847117
-152393.0,287,4594.043057
-154010.0,300,4595.497881
-154074.0,295,4596.795383
-148793.0,295,4597.982721
-145271.0,282,4599.116059
-157630.0,294,4600.320093
-155254.0,306,4607.983015
-146113.0,292,4609.170058
-159549.0,300,4610.42861
-157691.0,303,4611.654997
-150689.0,299,4612.879093
-148037.0,289,4613.989002
-156281.0,295,4615.182943
-164781.0,303,4623.136292
-157335.0,305,4624.362574
-163367.0,299,4625.540782
-155495.0,298,4626.73412
-151790.0,301,4627.891833
-155578.0,299,4629.09758
-158850.0,292,4636.476642
-160451.0,301,4637.798196
-157854.0,303,4639.0362
-158734.0,304,4640.3013
-166246.0,303,4641.501157
-151347.0,298,4642.788561
-160415.0,306,4644.055514
-152938.0,292,4651.597434
-159159.0,302,4652.94681
-157724.0,301,4654.23269
-148511.0,301,4655.442076
-157885.0,303,4656.616977
-158850.0,293,4657.785995
-150485.0,281,4658.934144
-156189.0,292,4666.723076
-148403.0,279,4668.089111
-148673.0,300,4669.3851
-153059.0,300,4670.618818
-165231.0,303,4671.805518
-164130.0,308,4673.031914
-155683.0,291,4674.219325
-153801.0,299,4681.867495
-156419.0,297,4683.088384
-164356.0,305,4684.331105
-156871.0,302,4685.542125
-152840.0,297,4686.678045
-149074.0,284,4687.793017
-150199.0,298,4688.956121
-157107.0,295,4696.483013
-154372.0,300,4697.856994
-156153.0,302,4699.2365
-155946.0,297,4700.433059
-151176.0,294,4701.598074
-157160.0,295,4702.763011
-154604.0,289,4703.891036
-148963.0,287,4711.485066
-159795.0,307,4712.698062
-150099.0,293,4713.980544
-150381.0,287,4715.277932
-159423.0,300,4716.532053
-153393.0,297,4717.759083
-161509.0,301,4719.005504
-153221.0,295,4726.765476
-156049.0,295,4728.033019
-154208.0,305,4729.254026
-158373.0,303,4730.518831
-157687.0,299,4731.718491
-148024.0,269,4732.82336
-152629.0,292,4733.97706
-148383.0,294,4741.742994
-156563.0,302,4742.958511
-154209.0,298,4744.149947
-150036.0,301,4745.383668
-158488.0,289,4746.51839
-160317.0,301,4747.770658
-151510.0,289,4748.953292
-157260.0,296,4756.628449
-151997.0,292,4757.815413
-155302.0,303,4758.99231
-155422.0,294,4760.165187
-153542.0,294,4761.455003
-153323.0,299,4762.660901
-164004.0,303,4763.906981
-157941.0,299,4771.508004
-151324.0,292,4772.703945
-158186.0,299,4773.89394
-156157.0,294,4774.98516
-154072.0,301,4776.119235
-155047.0,297,4777.239023
-154440.0,305,4784.722865
-152249.0,291,4785.898841
-157967.0,298,4787.068635
-153177.0,304,4788.217139
-157124.0,299,4789.353902
-157701.0,303,4790.484936
-154634.0,300,4791.614994
-156939.0,296,4798.654757
-151683.0,298,4799.84999
-152445.0,294,4800.951952
-149918.0,290,4802.07284
-150442.0,293,4803.186903
-159304.0,298,4804.348447
-142257.0,287,4805.427877
-156096.0,290,4812.936066
-160026.0,305,4814.226928
-157577.0,295,4815.453995
-150431.0,297,4816.656775
-156109.0,291,4817.818397
-153352.0,296,4818.985919
-148286.0,298,4820.154778
-160003.0,295,4827.588196
-156640.0,283,4828.734923
-151174.0,280,4829.856918
-153719.0,295,4830.994761
-154892.0,293,4832.285938
-161256.0,301,4833.588134
-161669.0,296,4834.849555
-162117.0,289,4841.993036
-155244.0,299,4843.166866
-159281.0,302,4844.277893
-150572.0,295,4845.398361
-161068.0,291,4846.523668
-151065.0,293,4847.659601
-157260.0,301,4848.854447
-153549.0,291,4856.352385
-153988.0,288,4857.541483
-153464.0,295,4858.700783
-147432.0,277,4859.8019
-151371.0,301,4860.949912
-153456.0,295,4862.086898
-149840.0,292,4863.212835
-153051.0,287,4870.812768
-153713.0,287,4872.008871
-154914.0,302,4873.255374
-160772.0,293,4874.472784
-153355.0,296,4875.670825
-149809.0,292,4876.878929
-154330.0,299,4878.040968
-142430.0,288,4885.54392
-151100.0,291,4886.774955
-147872.0,292,4887.922885
-149273.0,281,4889.033029
-157476.0,297,4890.206837
-159142.0,295,4891.39791
-155157.0,303,4892.565897
-163729.0,300,4899.886865
-158413.0,292,4901.044854
-149463.0,300,4902.483143
-164528.0,304,4903.834483
-157510.0,302,4905.036493
-156876.0,301,4906.213449
-159140.0,284,4907.326844
-157169.0,291,4914.500788
-158343.0,299,4915.639837
-158519.0,298,4916.783834
-154502.0,294,4917.893673
-151856.0,291,4919.002867
-151950.0,299,4920.122839
-153967.0,294,4921.261838
-154768.0,298,4928.971877
-151518.0,299,4930.169987
-156071.0,304,4931.393045
-154468.0,303,4932.62595
-159810.0,302,4933.860818
-159275.0,307,4935.131916
-154520.0,285,4936.350856
-155242.0,292,4944.073817
-150332.0,296,4945.324002
-156557.0,298,4946.495826
-151736.0,303,4947.702804
-153948.0,301,4948.922811
-154927.0,292,4950.224358
-151806.0,299,4951.439468
-143570.0,290,4958.852791
-154917.0,295,4960.020842
-161499.0,302,4961.200809
-154369.0,297,4962.360791
-156483.0,299,4963.551813
-152586.0,283,4964.654923
-160343.0,297,4965.798871
-159188.0,302,4973.386906
-151955.0,297,4974.614481
-149686.0,293,4975.797024
-154389.0,287,4976.91463
-167289.0,301,4978.144799
-160342.0,302,4979.293891
-149560.0,296,4986.714878
-158089.0,300,4988.048701
-152741.0,300,4989.280836
-152049.0,294,4990.436738
-158945.0,307,4991.658521
-156525.0,296,4992.852981
-152539.0,286,4993.991766
-148854.0,290,5001.390731
-157204.0,294,5002.667789
-155455.0,297,5003.837812
-158712.0,302,5005.070818
-162111.0,300,5006.261797
-146610.0,290,5007.409963
-160371.0,303,5008.607936
-153600.0,295,5016.123626
-150297.0,300,5017.380378
-163155.0,303,5018.605617
-152077.0,295,5019.880954
-155835.0,298,5021.119828
-149538.0,288,5022.231972
-157764.0,302,5023.423669
-155817.0,309,5030.754775
-154119.0,298,5031.939811
-156512.0,294,5033.065786
-155457.0,300,5034.175815
-155126.0,293,5035.327642
-153407.0,282,5036.409401
-153357.0,294,5037.540754
-155700.0,299,5044.486293
-163197.0,296,5045.692614
-163355.0,308,5046.844398
-154310.0,297,5047.956696
-158006.0,298,5049.072776
-161123.0,306,5050.282709
-155849.0,295,5051.397734
-160119.0,303,5058.318724
-159349.0,297,5059.449683
-156905.0,308,5060.571656
-153104.0,295,5061.671772
-157203.0,303,5062.769729
-155885.0,286,5063.824726
-153050.0,294,5064.893745
-148584.0,290,5071.655372
-151258.0,297,5072.731382
-152939.0,287,5073.786286
-151509.0,298,5074.861343
-162224.0,301,5075.985396
-152712.0,298,5077.0647
-153737.0,290,5078.117195
-160262.0,290,5084.573761
-157112.0,306,5085.728008
-152276.0,292,5086.789705
-153203.0,297,5087.895706
-156075.0,307,5089.008652
-151731.0,291,5090.137716
-157748.0,295,5091.356217
-158079.0,294,5097.783831
-152042.0,294,5098.819654
-161991.0,301,5099.881624
-160189.0,288,5100.906249
-154782.0,296,5101.92274
-157276.0,306,5103.039697
-149604.0,289,5104.084697
-152944.0,304,5110.327611
-155729.0,296,5111.372699
-157012.0,302,5112.456604
-157015.0,294,5113.506933
-150595.0,298,5114.614177
-157550.0,305,5115.720716
-158254.0,292,5122.384734
-154072.0,299,5123.536586
-159276.0,293,5124.631462
-152173.0,290,5125.762033
-153074.0,287,5126.820173
-151059.0,301,5127.93704
-150155.0,292,5129.131674
-149174.0,293,5136.100781
-155075.0,295,5137.470808
-153515.0,288,5138.756048
-153749.0,300,5139.936491
-146362.0,292,5141.091815
-147910.0,289,5142.299714
-148904.0,286,5143.44961
-158227.0,296,5151.368196
-157088.0,302,5152.663682
-151427.0,296,5153.818674
-157248.0,306,5155.029593
-156450.0,306,5156.211669
-156957.0,303,5157.395611
-154965.0,296,5158.607632
-151786.0,300,5166.838789
-160491.0,298,5168.133629
-157888.0,298,5169.329619
-153875.0,308,5170.55765
-155920.0,293,5171.69968
-155496.0,295,5172.921691
-151589.0,287,5174.132117
-156090.0,299,5181.882655
-155280.0,291,5183.101542
-164567.0,306,5184.333633
-151406.0,298,5185.5839
-150310.0,300,5186.776282
-156985.0,294,5187.967503
-153754.0,303,5189.190873
-154462.0,286,5196.52563
-153191.0,298,5197.798099
-153933.0,303,5199.045547
-154992.0,292,5200.250625
-149355.0,299,5201.440663
-150656.0,302,5202.679623
-153135.0,284,5203.858126
-163153.0,304,5211.672521
-164070.0,296,5212.889631
-153290.0,296,5214.066593
-152539.0,292,5215.226617
-157891.0,294,5216.423592
-161545.0,290,5217.591683
-153487.0,296,5218.730611
-156371.0,293,5226.193581
-150520.0,299,5227.411623
-160809.0,304,5228.609608
-153604.0,297,5229.794628
-154296.0,290,5230.968813
-153547.0,293,5232.163595
-155027.0,300,5233.496323
-157780.0,308,5241.310581
-160543.0,304,5242.538632
-157087.0,302,5243.732597
-151587.0,285,5244.85465
-155334.0,301,5246.184562
-154661.0,291,5247.295634
-150022.0,293,5248.587545
-151929.0,292,5256.902128
-149272.0,291,5258.056207
-146712.0,287,5259.167875
-160781.0,298,5260.31055
-159911.0,293,5261.473751
-156174.0,297,5262.689624
-164871.0,300,5263.898563
-155055.0,302,5271.74261
-155913.0,299,5272.981572
-147596.0,292,5274.134592
-157615.0,291,5275.276492
-158600.0,306,5276.517511
-150893.0,298,5277.737562
-149445.0,295,5285.299224
-155391.0,297,5286.625592
-151744.0,301,5287.793521
-147463.0,295,5288.926601
-151993.0,294,5290.088557
-156781.0,297,5291.273537
-157306.0,294,5292.451957
-154122.0,292,5300.083819
-163272.0,303,5301.386509
-151073.0,295,5302.590565
-152256.0,287,5303.827938
-149049.0,286,5305.035487
-155241.0,304,5306.260487
-159566.0,304,5307.485459
-152807.0,297,5315.255528
-152682.0,294,5316.653101
-146497.0,287,5318.114219
-154534.0,290,5319.689103
-149879.0,289,5321.3325
-157360.0,291,5322.582674
-152688.0,296,5323.870322
-166747.0,301,5332.077564
-151893.0,285,5333.404156
-157001.0,291,5334.774481
-153575.0,297,5336.086555
-154757.0,301,5337.420275
-163709.0,298,5339.296099
-150122.0,288,5340.963744
-154042.0,285,5350.511169
-155103.0,286,5352.61222
-154712.0,293,5354.067492
-160456.0,301,5355.411584
-155599.0,302,5356.709484
-149892.0,288,5357.915486
-149398.0,287,5359.12051
-153696.0,299,5366.80938
-152876.0,293,5368.085474
-154633.0,295,5369.264969
-154609.0,288,5370.373471
-159659.0,297,5371.561531
-151720.0,297,5372.740408
-156141.0,304,5374.098469
-155222.0,295,5381.763474
-164612.0,301,5383.083425
-152912.0,293,5384.595675
-161019.0,302,5385.992397
-153895.0,304,5387.392498
-155122.0,296,5388.701421
-165668.0,300,5389.927733
-148192.0,284,5397.33347
-158106.0,296,5398.626409
-144819.0,292,5399.8166
-151214.0,301,5401.010399
-155052.0,302,5402.225999
-159213.0,288,5403.392386
-150834.0,287,5404.578545
-154641.0,296,5412.248534
-154362.0,297,5413.494367
-153375.0,287,5414.639317
-149462.0,299,5415.780425
-156741.0,296,5416.942457
-156985.0,293,5418.141451
-149911.0,289,5419.310604
-158974.0,301,5426.80644
-160955.0,295,5428.08299
-162955.0,307,5429.322472
-149589.0,285,5430.490475
-145054.0,293,5431.634747
-158438.0,303,5432.824413
-159624.0,302,5434.001336
-151466.0,294,5441.588519
-154432.0,298,5442.818423
-158248.0,297,5443.9964
-159064.0,304,5445.238258
-153105.0,294,5446.532137
-148511.0,283,5447.673394
-152941.0,287,5448.818496
-158641.0,292,5456.249459
-155516.0,303,5457.512244
-161084.0,305,5458.728423
-152094.0,286,5459.900304
-151762.0,290,5461.05942
-154849.0,288,5462.203384
-154968.0,301,5463.45283
-154072.0,297,5471.114868
-151411.0,299,5472.365028
-150321.0,292,5473.594578
-152996.0,298,5474.772832
-158493.0,287,5475.987581
-151291.0,291,5477.201126
-158772.0,296,5478.390214
-154070.0,296,5486.037859
-158444.0,288,5487.285628
-155574.0,292,5488.483369
-159812.0,300,5489.6678
-158522.0,304,5490.86239
-157047.0,300,5492.037384
-156183.0,295,5493.319378
-143434.0,286,5501.093799
-153778.0,293,5502.216487
-152877.0,295,5503.315322
-157000.0,299,5504.436499
-156586.0,298,5505.575517
-157767.0,282,5506.712344
-155840.0,295,5507.894759
-157669.0,307,5515.668545
-157781.0,298,5516.938977
-150994.0,291,5518.133781
-145863.0,287,5519.284671
-152164.0,297,5520.571481
-153091.0,291,5521.882945
-155089.0,295,5523.171343
-156216.0,303,5530.757801
-157043.0,295,5532.009188
-150669.0,284,5533.150409
-150557.0,290,5534.316839
-153976.0,303,5535.590518
-155075.0,297,5536.759596
-153359.0,297,5537.916318
-143081.0,284,5545.422401
-153978.0,300,5546.579361
-161558.0,297,5547.710328
-152703.0,302,5548.874261
-159907.0,305,5550.02913
-157027.0,293,5551.178365
-156078.0,297,5558.325376
-161450.0,286,5559.485337
-147492.0,294,5560.649259
-150115.0,287,5561.778359
-157161.0,296,5562.954337
-163519.0,301,5564.310066
-150019.0,297,5565.576256
-157205.0,301,5572.843359
-157284.0,287,5574.062299
-156855.0,298,5575.252303
-154804.0,302,5576.461309
-158825.0,303,5577.684429
-155905.0,293,5578.883315
-154041.0,289,5580.072315
-152311.0,292,5587.747357
-158028.0,289,5589.027831
-155659.0,301,5590.259233
-150844.0,289,5591.420261
-156005.0,295,5592.606261
-154090.0,303,5593.852285
-152792.0,296,5595.031298
-158304.0,303,5602.683188
-153860.0,300,5603.950327
-158370.0,302,5605.199318
-160442.0,305,5606.420386
-157549.0,301,5607.647246
-158374.0,305,5608.920254
-159020.0,305,5610.127287
-149230.0,288,5617.794252
-162194.0,309,5619.072262
-163120.0,306,5620.276649
-151790.0,299,5621.639179
-160334.0,303,5622.863305
-160168.0,306,5624.097163
-149234.0,295,5625.280262
-154671.0,301,5633.436442
-152985.0,300,5634.683556
-154107.0,300,5635.889229
-159210.0,297,5637.048344
-149955.0,286,5638.169288
-155559.0,300,5639.345
-153408.0,297,5640.513723
-158243.0,293,5647.853408
-147594.0,297,5649.021203
-158071.0,292,5650.100265
-159627.0,291,5651.198254
-154511.0,289,5652.283158
-150469.0,290,5653.550013
-149809.0,295,5654.896265
-156581.0,294,5662.241586
-153303.0,284,5663.318211
-162224.0,298,5664.465199
-154466.0,304,5665.592203
-157258.0,298,5666.697723
-152752.0,291,5667.78023
-152369.0,293,5668.879191
-158400.0,293,5676.350557
-155918.0,300,5677.530203
-155980.0,305,5678.740164
-155574.0,308,5679.978298
-153917.0,298,5681.232122
-155092.0,292,5682.486175
-158044.0,306,5683.825313
-149340.0,293,5691.121248
-155237.0,301,5692.32519
-148244.0,288,5693.494352
-155052.0,301,5694.728886
-158410.0,303,5695.900913
-154039.0,290,5697.025009
-159919.0,305,5704.401282
-151890.0,302,5705.748606
-158296.0,300,5706.957372
-157455.0,299,5708.120545
-157565.0,302,5709.291826
-151918.0,294,5710.433171
-157094.0,299,5711.573113
-151481.0,286,5718.666281
-156025.0,298,5719.835321
-151777.0,299,5720.928159
-160758.0,298,5722.064258
-152976.0,293,5723.237247
-147498.0,286,5724.356172
-155117.0,297,5725.926341
-157137.0,294,5733.198485
-154578.0,285,5734.436183
-158004.0,303,5735.615552
-151206.0,291,5736.908632
-155902.0,289,5738.064942
-155855.0,300,5739.258215
-156417.0,300,5740.432457
-164449.0,300,5747.738504
-156997.0,301,5748.941235
-160367.0,296,5750.25691
-154475.0,292,5751.394156
-145587.0,294,5752.539026
-161089.0,298,5753.811767
-161808.0,304,5755.04496
-154102.0,300,5762.539137
-153133.0,298,5763.788226
-157673.0,295,5764.952001
-152065.0,289,5766.083115
-155285.0,293,5767.325029
-155719.0,297,5768.543204
-151963.0,294,5769.737664
-158069.0,303,5777.435575
-156920.0,299,5778.645105
-150595.0,295,5779.811923
-158173.0,301,5781.250639
-144793.0,282,5782.434082
-148209.0,291,5783.629167
-155885.0,294,5784.931174
-150445.0,288,5792.480125
-156724.0,295,5793.658104
-161947.0,298,5794.986049
-156218.0,302,5796.368743
-155656.0,287,5797.641339
-154762.0,300,5798.793259
-156581.0,304,5800.063862
-155990.0,298,5807.199773
-147531.0,286,5808.316786
-154259.0,291,5809.429809
-157842.0,297,5810.552805
-158289.0,297,5811.704726
-156416.0,303,5812.830741
-163222.0,305,5813.962685
-153690.0,296,5821.186364
-152962.0,291,5822.603576
-150735.0,297,5824.131487
-153307.0,295,5825.239526
-156466.0,285,5826.283732
-170290.0,298,5827.321955
-152479.0,300,5828.407054
-154086.0,290,5834.851815
-153848.0,304,5835.964839
-159083.0,304,5836.999073
-151511.0,295,5838.052254
-156873.0,307,5839.086488
-156930.0,296,5840.144658
-149901.0,289,5841.173907
-153824.0,294,5847.844066
-162449.0,300,5848.860347
-152810.0,298,5850.072105
-152808.0,295,5851.125291
-155927.0,297,5852.203407
-155376.0,296,5853.301469
